Index,Link,Label,Text,FileName,Transcription,sort_key
80.0,https://www.tiktok.com/@theoldermillennial.1/video/7367151165563227438,1,"""I am so excited to announce that the Middle Class United co-operative, the MC U launched 30 minutes ago and in the 1st 30 minutes, we have raised $2 million.02 million dollars consisting of 4000 members of the middle class. Now, if you're curious how to sign up, let me take you through it real quick. First thing you gotta do is just click the link in my bio. That'll bring you to the MC U website, which by the way, that logo is bad ass, ain't it on the login screen? All you gotta do is click sign up and once you create an account to take you to this screen, all you're gonna do is click my subscriptions that'll bring you to here and just click view plans and pricing, that'll bring you to where you can sign up to become a member and then you're in, we are limiting the initial membership to 40,000 people. It's very obvious those memberships are going real quick. So if you want to become a part of it and be part of the 1st 40,000 founders of the Middle Class United, just follow that process and I can't wait to work with you. This is so important to me and I'm so thankful for everyone that wanted to participate. I hope I get to meet each and every one of you.""",80_mp4_trial_2.json,"I am so excited to announce that the Middle Class United co-operative, the MC U launched 30 minutes ago and in the 1st 30 minutes, we have raised $2 million.02 million dollars consisting of 4000 members of the middle class. Now, if you're curious how to sign up, let me take you through it real quick. First thing you gotta do is just click the link in my bio. That'll bring you to the MC U website, which by the way, that logo is bad ass, ain't it on the login screen? All you gotta do is click sign up and once you create an account to take you to this screen, all you're gonna do is click my subscriptions that'll bring you to here and just click view plans and pricing, that'll bring you to where you can sign up to become a member and then you're in, we are limiting the initial membership to 40,000 people. It's very obvious those memberships are going real quick. So if you want to become a part of it and be part of the 1st 40,000 founders of the Middle Class United, just follow that process and I can't wait to work with you. This is so important to me and I'm so thankful for everyone that wanted to participate. I hope I get to meet each and every one of you.",80
81.0,https://www.tiktok.com/@theoldermillennial.1/video/7369391518764797227,1,"""E 12, you say that is very impressive. Especially considering that when I was in the army enlisted ranks, which is what the E and E 12 stands for only went up to E nine. Even if you tried to count the sergeant major of the army or the sergeant major of the Marine Corps as E 10, which it's not. But even if you wanted to call it that I guess an E 11 would be sergeant major of the world, which means an E 12 is like sergeant major of the universe. No, sir. What you are is stolen, valor. What you are is lying about your service. Now, maybe you did serve. I'm not gonna say you're not a veteran. I'm not gonna say you didn't serve in the military. I mean, don't get me fucking wrong. I'm leaning towards that because anybody who served would know that E 12 is not a rank and anybody who's commenting on tiktok obviously has a phone, which means you have access to Google, so you could have saved yourself a lot of embarrassment before making this comment. But E 12 is not a rank. It has never been nor will ever be. So please just uh stop.""",81_mp4_trial_2.json,"E 12, you say that is very impressive. Especially considering that when I was in the army enlisted ranks, which is what the E and E 12 stands for only went up to E nine. Even if you tried to count the sergeant major of the army or the sergeant major of the Marine Corps as E 10, which it's not. But even if you wanted to call it that I guess an E 11 would be sergeant major of the world, which means an E 12 is like sergeant major of the universe. No, sir. What you are is stolen, valor. What you are is lying about your service. Now, maybe you did serve. I'm not gonna say you're not a veteran. I'm not gonna say you didn't serve in the military. I mean, don't get me fucking wrong. I'm leaning towards that because anybody who served would know that E 12 is not a rank and anybody who's commenting on tiktok obviously has a phone, which means you have access to Google, so you could have saved yourself a lot of embarrassment before making this comment. But E 12 is not a rank. It has never been nor will ever be. So please just uh stop.",81
82.0,https://www.tiktok.com/@alexisanddean/video/7361247884156636458,1,"""You know, they just passed the tiktok ban. What's going on? Are we screwed? No, they didn't pass the way. Ok. The law has to go through 333 steps. Ok. It has to go through the house, the Senate and Biden President. Right. So, yeah, they passed it in the house, passed it in the Senate today. Well, it's teed up for a vote and likely it's gonna pass, it's definitely gonna pass the Senate and then after that, it goes to Biden's desk and he already said before that if it hits his desk, he's gonna sign it. So it looks like it's gonna happen. It's just a matter of time until it gets to him, you know, uh, it's procedural basically. So, why is this happening so fast? Well, initially when we talked about it last, it was like, there's all sorts of things about like, oh, maybe there's gonna be a debate in the Senate and all that. But what, um, the house speaker did was he attached the bill to something that has so much bipartisan support, which is funding for all the different things out there for all the, you know, it's funding for Ukraine, funding for Taiwan, funding for Israel, he attached it to that and those three things, you know, bipartisan level in the, in, in Congress there's a lot of support. So when they attach it to it, they're like, oh, ok. Let's just go for it. You know, that's what changed here, you know. So, so if it does reach B's desk, like, what does that mean for everybody? Like, is it gonna be banned immediately? I read the bill. I actually read it. Yeah. Uh Well, I read snippets of it most of it and the way the bill is written is if it passes, they have, um, I think they have nine months to sell. So what the bill says is we're gonna ban this. Now, there's, there's details, I mean, they're gonna have to work that, that part out. I think they're gonna rewrite it, but like the details of it. But from what I understand, um, if it, if it passes into a law, then the law is gonna say Byte Dance has nine months to sell it. Right? And then the president has uh the ability to extend that 90 days. So let's call it within a year, right? But it's a whole lot more complicated than that because what's gonna happen, right? This is a law that's passed right in DC. So basically, it's gonna go through DC by dance is gonna 100% file a lawsuit that it's unconstitutional for whatever reason. They're gonna make up whatever. I think it's gonna fight it. Right. So, you don't think by dance is gonna sell? Well, hold on first. Yeah, I'll get to that. But the key thing that we need to understand is by dance will sue. And because it's in DC, it's gonna go through the DC Court of appeals, it'll make its way to the Supreme Court. Right. And we all know how those things work. It's gonna take some time. So it looks like all in all, maybe at best, the ban will happen in, you know, 18 months, maybe two years at best I think, you know, um will bite dance. Sell yes and no. The Chinese government already says the the the um the algorithm tiktok is all about its its recommendation algorithm. That's all of it. That's the value, that's the secret sauce. The CCP, the Chinese government always says no, that's a national security asset to us that algorithm. So even in the, you know, in a world where they do end up selling, eventually they lose the case, they have to sell. The CCP says fine sell Tik Tok no algorithm, right? You can't make a law to. Exactly. So and then, and you know, right now there's like a bunch of people like Mnuchin, you know, Steven Mnuchin, you know, I like Steven Mnuchin. It's cool, good, cool dude. Makes great movies too. Um already is forming a, a AAA group, a syndication to try and buy it. But without the algorithm, no one's gonna touch it, no one cares. You're gonna have a bunch of users, you're just buying the users who's just gonna migrate to, into IG and youtube and all that. And without the algorithm it's worthless. So I don't think that's a uh that's a real like risk that, that it's going to actually happen because basically this thing goes through, it goes through an appeal, it goes through the Supreme Court and the Chinese government says OK, fine. But we have to sell it. We're going to keep the algorithm. It's God, it's useless, it's useless. So what does it mean for all of us tiktok, tiktok? I would think eventually if it goes, everything goes like this way will go away. Yeah, everyone has to go find a new platform. Follow us on Instagram. I'm just throwing it out there. Yeah, guys, follow us on Instagram. OK.""",82_mp4_trial_2.json,"You know, they just passed the tiktok ban. What's going on? Are we screwed? No, they didn't pass the way. Ok. The law has to go through 333 steps. Ok. It has to go through the house, the Senate and Biden President. Right. So, yeah, they passed it in the house, passed it in the Senate today. Well, it's teed up for a vote and likely it's gonna pass, it's definitely gonna pass the Senate and then after that, it goes to Biden's desk and he already said before that if it hits his desk, he's gonna sign it. So it looks like it's gonna happen. It's just a matter of time until it gets to him, you know, uh, it's procedural basically. So, why is this happening so fast? Well, initially when we talked about it last, it was like, there's all sorts of things about like, oh, maybe there's gonna be a debate in the Senate and all that. But what, um, the house speaker did was he attached the bill to something that has so much bipartisan support, which is funding for all the different things out there for all the, you know, it's funding for Ukraine, funding for Taiwan, funding for Israel, he attached it to that and those three things, you know, bipartisan level in the, in, in Congress there's a lot of support. So when they attach it to it, they're like, oh, ok. Let's just go for it. You know, that's what changed here, you know. So, so if it does reach B's desk, like, what does that mean for everybody? Like, is it gonna be banned immediately? I read the bill. I actually read it. Yeah. Uh Well, I read snippets of it most of it and the way the bill is written is if it passes, they have, um, I think they have nine months to sell. So what the bill says is we're gonna ban this. Now, there's, there's details, I mean, they're gonna have to work that, that part out. I think they're gonna rewrite it, but like the details of it. But from what I understand, um, if it, if it passes into a law, then the law is gonna say Byte Dance has nine months to sell it. Right? And then the president has uh the ability to extend that 90 days. So let's call it within a year, right? But it's a whole lot more complicated than that because what's gonna happen, right? This is a law that's passed right in DC. So basically, it's gonna go through DC by dance is gonna 100% file a lawsuit that it's unconstitutional for whatever reason. They're gonna make up whatever. I think it's gonna fight it. Right. So, you don't think by dance is gonna sell? Well, hold on first. Yeah, I'll get to that. But the key thing that we need to understand is by dance will sue. And because it's in DC, it's gonna go through the DC Court of appeals, it'll make its way to the Supreme Court. Right. And we all know how those things work. It's gonna take some time. So it looks like all in all, maybe at best, the ban will happen in, you know, 18 months, maybe two years at best I think, you know, um will bite dance. Sell yes and no. The Chinese government already says the the the um the algorithm tiktok is all about its its recommendation algorithm. That's all of it. That's the value, that's the secret sauce. The CCP, the Chinese government always says no, that's a national security asset to us that algorithm. So even in the, you know, in a world where they do end up selling, eventually they lose the case, they have to sell. The CCP says fine sell Tik Tok no algorithm, right? You can't make a law to. Exactly. So and then, and you know, right now there's like a bunch of people like Mnuchin, you know, Steven Mnuchin, you know, I like Steven Mnuchin. It's cool, good, cool dude. Makes great movies too. Um already is forming a, a AAA group, a syndication to try and buy it. But without the algorithm, no one's gonna touch it, no one cares. You're gonna have a bunch of users, you're just buying the users who's just gonna migrate to, into IG and youtube and all that. And without the algorithm it's worthless. So I don't think that's a uh that's a real like risk that, that it's going to actually happen because basically this thing goes through, it goes through an appeal, it goes through the Supreme Court and the Chinese government says OK, fine. But we have to sell it. We're going to keep the algorithm. It's God, it's useless, it's useless. So what does it mean for all of us tiktok, tiktok? I would think eventually if it goes, everything goes like this way will go away. Yeah, everyone has to go find a new platform. Follow us on Instagram. I'm just throwing it out there. Yeah, guys, follow us on Instagram. OK.",82
83.0,https://www.tiktok.com/@charpmedia/video/7359634939827997994,1,"""Was sort of raised in the Puerto Rican community at home. I used to go to 730 mass every morning in high school. And then college before I went to the black church. That's a lie. I taught at the University of Pennsylvania for four years and I used to teach political theory. That's not true. I got a commercial license because my dad used to run an automobile agency. No. And I used to have to go up to the body shop up in Philadelphia for lying dog face, pony. Soldier, lightning struck at home. A long story short. I almost lost my wife, my 67 Corvette. Not quite. I remember spending time at the, you know, uh go going to uh the uh you know, the Tree of Life synagogues. I put over a million miles on that. And when you're involved in the civil rights movement as a kid in high school, I used to go down to the black church. No, no, that's not at all. True.""",83_mp4_trial_2.json,"Was sort of raised in the Puerto Rican community at home. I used to go to 730 mass every morning in high school. And then college before I went to the black church. That's a lie. I taught at the University of Pennsylvania for four years and I used to teach political theory. That's not true. I got a commercial license because my dad used to run an automobile agency. No. And I used to have to go up to the body shop up in Philadelphia for lying dog face, pony. Soldier, lightning struck at home. A long story short. I almost lost my wife, my 67 Corvette. Not quite. I remember spending time at the, you know, uh go going to uh the uh you know, the Tree of Life synagogues. I put over a million miles on that. And when you're involved in the civil rights movement as a kid in high school, I used to go down to the black church. No, no, that's not at all. True.",83
84.0,https://www.tiktok.com/@amer1candefenders/video/7359179636061916422,1,"""News for all of my New York State landlords. I found a loophole for uh getting tenants out or squatters. So they have uh squatter's rights and tenant rights in New York State, but we also have owner's rights and now we can't just kick him out. You guys know you're going through the process. However, as an owner and you own that property, you have the right to store stuff there. So here's what I just did. I picked up a ton of snakes. Unfortunately, the place did not have a cage for the snakes. So I went over to the property, dropped a bunch of snakes off. Um And what do you know tenants were out immediately? So.""",84_mp4_trial_2.json,"News for all of my New York State landlords. I found a loophole for uh getting tenants out or squatters. So they have uh squatter's rights and tenant rights in New York State, but we also have owner's rights and now we can't just kick him out. You guys know you're going through the process. However, as an owner and you own that property, you have the right to store stuff there. So here's what I just did. I picked up a ton of snakes. Unfortunately, the place did not have a cage for the snakes. So I went over to the property, dropped a bunch of snakes off. Um And what do you know tenants were out immediately? So.",84
85.0,https://www.tiktok.com/@jaaayjeee/video/7364040258029128978,1,"""Here, the president, a president who has had a successful three years of progress, still a lot more work to be done, but a progress nonetheless in how he's going to do. Bless you. Did you, did you say something so far?""",85_mp4_trial_2.json,"Here, the president, a president who has had a successful three years of progress, still a lot more work to be done, but a progress nonetheless in how he's going to do. Bless you. Did you, did you say something so far?",85
86.0,https://www.tiktok.com/@savagetrump2024/video/7363338325798751531,1,',86_mp4_trial_2.json,,86
87.0,https://www.tiktok.com/@theoldermillennial.1/video/7368611344746024235,1,"""Well, this is really embarrassing. No, Harry, what's really embarrassing is that for about three hours last night, you begged me to join your life like you had a hundreds of your supporters come into my life and beg me to come over there and talk to you like, dude, I get it. You're becoming increasingly irrelevant and you need something to boost your profile. But let me show you all why I won't be joining Harry on a live because Harry instead of actually arguing and making a video and having a point, no, he just paid a really expensive law firm to send me a cease and desist. This dude literally paid a law firm to try to get me to stop stitching him. I wish I was fucking joking about that. But no, that's what they do on the left. I corrected this guy so much that not only did he block me but he sent me a fucking cease and desist from an insanely expensive law firm. Look them up yan wit L LP. They're lawyers to the wealthy. So no, Harry, you don't get my clout. Go away.""",87_mp4_trial_2.json,"Well, this is really embarrassing. No, Harry, what's really embarrassing is that for about three hours last night, you begged me to join your life like you had a hundreds of your supporters come into my life and beg me to come over there and talk to you like, dude, I get it. You're becoming increasingly irrelevant and you need something to boost your profile. But let me show you all why I won't be joining Harry on a live because Harry instead of actually arguing and making a video and having a point, no, he just paid a really expensive law firm to send me a cease and desist. This dude literally paid a law firm to try to get me to stop stitching him. I wish I was fucking joking about that. But no, that's what they do on the left. I corrected this guy so much that not only did he block me but he sent me a fucking cease and desist from an insanely expensive law firm. Look them up yan wit L LP. They're lawyers to the wealthy. So no, Harry, you don't get my clout. Go away.",87
88.0,https://www.tiktok.com/@floridagonecrazy/video/7355333666161200430,1,"Yes. Yes. Really? A team of mind. Oh, the other, some of them, some. Uh huh. Yes. But I just want to grab a steak that they.'",88_mp4_trial_2.json,"Yes. Yes. Really? A team of mind. Oh, the other, some of them, some. Uh huh. Yes. But I just want to grab a steak that they.",88
89.0,https://www.tiktok.com/@charpmedia/video/7357004759770926379,1,"""In the rose garden. The president said that when he came into office, inflation was skyrocketing. We're in a situation where we're better situated than we were when we took office where inflation was skyrocketing. It was 1.4% in January of 2021. And that was the 11th consecutive month at that time, under 2%. So, was the president misleading Americans? The answer is yes. When the president took office and you know, this, there was a pandemic, it was closing down businesses, closing down schools. Actually, you did that. So it was drastically disrupting the supply chain. Let's not forget about that. And so that's what was going on.""",89_mp4_trial_2.json,"In the rose garden. The president said that when he came into office, inflation was skyrocketing. We're in a situation where we're better situated than we were when we took office where inflation was skyrocketing. It was 1.4% in January of 2021. And that was the 11th consecutive month at that time, under 2%. So, was the president misleading Americans? The answer is yes. When the president took office and you know, this, there was a pandemic, it was closing down businesses, closing down schools. Actually, you did that. So it was drastically disrupting the supply chain. Let's not forget about that. And so that's what was going on.",89
90.0,https://www.tiktok.com/@mantas5w/video/7359038756386573610,1,"""Sleepy. Joe made another strange statement again. On April 17th, Biden accepted an interview in Pennsylvania. Biden talked about his impressions after visiting the war memorial while chatting, he strayed into the story of his uncle, Bossy Ambrose Finnegan. They called him Uncle Bosie. He saw a single legend playing reconnaissance flights over New Guinea. He got shot down in an area where there were a lot of animals, they never recovered his body, but the government went back to check some pounds according to the US Department of Defense's Office of Warfare and missing personnel statistics. Ambrose Winni again was a passenger on one of the flights. The plane made an emergency landing on the sea near 22 bibo in New Guinea. It was not shot down nor was it shot down over territory controlled by cannibals. Biden's strange speech will inevitably make people feel ridiculous. Some people say that Biden is lying again in order to show his concern and concern for the people.""",90_mp4_trial_2.json,"Sleepy. Joe made another strange statement again. On April 17th, Biden accepted an interview in Pennsylvania. Biden talked about his impressions after visiting the war memorial while chatting, he strayed into the story of his uncle, Bossy Ambrose Finnegan. They called him Uncle Bosie. He saw a single legend playing reconnaissance flights over New Guinea. He got shot down in an area where there were a lot of animals, they never recovered his body, but the government went back to check some pounds according to the US Department of Defense's Office of Warfare and missing personnel statistics. Ambrose Winni again was a passenger on one of the flights. The plane made an emergency landing on the sea near 22 bibo in New Guinea. It was not shot down nor was it shot down over territory controlled by cannibals. Biden's strange speech will inevitably make people feel ridiculous. Some people say that Biden is lying again in order to show his concern and concern for the people.",90
91.0,https://www.tiktok.com/@floridahillbilly1964/video/7367244360703855915,1,"""Now we know why Biden only does interviews with weather men like Al Roker last night, he talked with CNN and it was a train wreck. He lied, insulted his voters and scared away famous backers. You're not sending weapons to Israel during a war while American hostages, American hostages and hostages from 22 countries are still in that. You're not sending weapons now you dumb. I never ever ever thought I would say this. Ok. But I could promise you this right now. Smoking Joe Biden cadaver, Joe Biden, me, Michael Rapaport. I'm not voting for you. You're not getting my vote and plenty of us also ain't voting for you. You, you Biden's losing the Israel and Hamas vote but the Mideast isn't the top issue for voters. It's the economy stupid instead of empathizing with us. He tried lying his way out of it but he didn't get away with it. This time. Biden falsely claimed that inflation was 9% when he took office. It was 9% when I came to 9%. Inflation was actually 1.4% when Biden was sworn in peaking at 9.1% in June 2022. What's one more lie for a black Puerto Rican truck driving Jewish professor, whose uncle was eaten by cannibals. What is new? Is that? The media called him a liar. Where Biden really shot himself in the foot though is when he told you to shut up and spend more of the money you don't have. There's real pain. I mean, grocery prices are up 30% more than 30% since the beginning of the pandemic and people are spending more on food and groceries than they have at any time. Really in the past 30 years. I mean, that's a real day to day pain that people. No, no, it really is. And it's real. But the fact is that if you take a look at what the people have, they have the money to spend, who has money to spend besides Gold Bar, Bob Fannie Willis who keeps cash in a safe because it's a black thing. People are hurting and life's expensive. Doesn't Joe read the polls? The polling data has been wrong all along. You know how, how many you guys do a poll with CNN? How many folks you have to call to get one response. Joe's fighting with CNN. This can't be good. Biden tells factory workers they're full of ish. Calls a reporter a stupid son of a bitch and calls you crazy if you say groceries are pricey. Joe was supposed to be the genteel granddad who wisely guided us back home. Now he snaps when you point out that he missed the exit. It's always someone else's fault. Even CNN sees it. That sounds like somebody in Washington telling people you're wrong and whatever your party is, voters don't process it that way. They don't like that. Definitely don't like being told they're wrong because it's how they are actually experiencing the economy personally. You don't like people in Washington telling them they're wrong and I think he's making a terrible mistake. You know, it may not be, if he doesn't win this race, it may not be Donald Trump that beats him. It may be his own pride. Biden is an angry recluse obsessed with his legacy. He wants to be remembered like JFK, but he's going down as a mean liar who opened the border botched the Afghan withdrawal and destroyed the dollar. The media is confused because Trump is up in the polls and the Biden trials are backfiring. How hard is it for President Biden to get any attention? Even though he's the only one who's campaigning right now because all the oxygen is being sucked up down in that courtroom so hard because he was, he did something today, right? Biden was someplace he talked about something, right? Yes. Infrastructure. I heard that that happened. Yes, I couldn't tell you where or I couldn't tell you what it is. He was out there somewhere of a dam. Yes and not everybody does. So how can he get the attention? We all struggle with this and how much you should cover these trials? How much we should talk about these trials? There's a lot of things happening in the world who they wanted to arrest this guy for a decade and now that he's in court, they're complaining like a dog chasing a car as soon as they catch it, they don't know what to do. Democrats aren't happy no matter what happens. Has anyone ever noticed that there's just no happiness on the left. They're not happy. They're not happy people. There's a lot of anger, confusion and sadness in the Democrat party. If anyone's read, get it together. You know, they could use a therapist. I'd like to call it a part of this segment therapy with Hillary if I may because she's now going to be because she needs another role therapist. Well, Mika, I'm happy to go to therapy with you any time because clearly the pressure and the stress on our system, our country, our constitution, our future is so intense for those of us who understand what's at stake. If anybody needs therapy. It's Hillary. She never got over 2016 and she's married to Bill. Doctor Clinton prescribed the media with a plan to take down Trump first. You're not calling him a dictator enough. I don't think the press has done enough to basically say, ok, the circus is here. You can watch the circus. But let's tell you what that means. Let's talk to people who have a real understanding of how Dictatorships evolve. Dr Hillary not really known for her bedside manner started insulting her patients. If you're a woman and vote for Trump, you're a tramp. Any woman who has any sense of self respect, autonomy, agency, independence and values, freedom needs to understand. There's only one choice in this election and that's Joe Biden. Only Hillary could figure out a new way to insult half the country. Remember crooked isn't the feminist. She pretends to be. She ran smear campaigns against every woman who had an affair with her husband, even women, her husband allegedly raped. They were called trailer trash. Trump invited them all to the second debate and lined them up at a table and it was a long table. Hillary will never forgive him. Trump, not Bill. She's the one who has no self respect. She's been publicly humiliated, bottled up the humiliation and takes her rage out on Trump in a way. Trump reminds Hillary of her husband and deep down she hates them both. What if Biden doesn't excite female voters and they want to stay home? Doctor Hillary says, shut up and take your medicine. Every one of us has an obligation as a citizen to try to figure out waking up the morning after the election. Do I want to throw my vote away? Do I want to not vote and let somebody who doesn't agree with me or care about me essentially fill that vacuum that I left or do I want to feel like, ok, maybe I'm not ecstatic about the outcome, but I'm safe. What's safe about an open border to proxy wars, record inflation, crime and throwing politicians in prison for winning? Joe is going to have to explain all of that at the debate. Did Joe? Now that you've committed to debate on the ratings challenged Howard Stern show, let's set it up right now. I'm ready to go anywhere that you are. Anytime, anywhere, anyplace. Let's go. Joe, let's debate. Biden says he's game. Biden does show up at the debate. Remember the playbook, Trump's a dictator. Economy is fine. You have money to spend. Migrant crime is a hoax. Republicans open the border and if you vote for Trump, you have no self respect.""",91_mp4_trial_2.json,"Now we know why Biden only does interviews with weather men like Al Roker last night, he talked with CNN and it was a train wreck. He lied, insulted his voters and scared away famous backers. You're not sending weapons to Israel during a war while American hostages, American hostages and hostages from 22 countries are still in that. You're not sending weapons now you dumb. I never ever ever thought I would say this. Ok. But I could promise you this right now. Smoking Joe Biden cadaver, Joe Biden, me, Michael Rapaport. I'm not voting for you. You're not getting my vote and plenty of us also ain't voting for you. You, you Biden's losing the Israel and Hamas vote but the Mideast isn't the top issue for voters. It's the economy stupid instead of empathizing with us. He tried lying his way out of it but he didn't get away with it. This time. Biden falsely claimed that inflation was 9% when he took office. It was 9% when I came to 9%. Inflation was actually 1.4% when Biden was sworn in peaking at 9.1% in June 2022. What's one more lie for a black Puerto Rican truck driving Jewish professor, whose uncle was eaten by cannibals. What is new? Is that? The media called him a liar. Where Biden really shot himself in the foot though is when he told you to shut up and spend more of the money you don't have. There's real pain. I mean, grocery prices are up 30% more than 30% since the beginning of the pandemic and people are spending more on food and groceries than they have at any time. Really in the past 30 years. I mean, that's a real day to day pain that people. No, no, it really is. And it's real. But the fact is that if you take a look at what the people have, they have the money to spend, who has money to spend besides Gold Bar, Bob Fannie Willis who keeps cash in a safe because it's a black thing. People are hurting and life's expensive. Doesn't Joe read the polls? The polling data has been wrong all along. You know how, how many you guys do a poll with CNN? How many folks you have to call to get one response. Joe's fighting with CNN. This can't be good. Biden tells factory workers they're full of ish. Calls a reporter a stupid son of a bitch and calls you crazy if you say groceries are pricey. Joe was supposed to be the genteel granddad who wisely guided us back home. Now he snaps when you point out that he missed the exit. It's always someone else's fault. Even CNN sees it. That sounds like somebody in Washington telling people you're wrong and whatever your party is, voters don't process it that way. They don't like that. Definitely don't like being told they're wrong because it's how they are actually experiencing the economy personally. You don't like people in Washington telling them they're wrong and I think he's making a terrible mistake. You know, it may not be, if he doesn't win this race, it may not be Donald Trump that beats him. It may be his own pride. Biden is an angry recluse obsessed with his legacy. He wants to be remembered like JFK, but he's going down as a mean liar who opened the border botched the Afghan withdrawal and destroyed the dollar. The media is confused because Trump is up in the polls and the Biden trials are backfiring. How hard is it for President Biden to get any attention? Even though he's the only one who's campaigning right now because all the oxygen is being sucked up down in that courtroom so hard because he was, he did something today, right? Biden was someplace he talked about something, right? Yes. Infrastructure. I heard that that happened. Yes, I couldn't tell you where or I couldn't tell you what it is. He was out there somewhere of a dam. Yes and not everybody does. So how can he get the attention? We all struggle with this and how much you should cover these trials? How much we should talk about these trials? There's a lot of things happening in the world who they wanted to arrest this guy for a decade and now that he's in court, they're complaining like a dog chasing a car as soon as they catch it, they don't know what to do. Democrats aren't happy no matter what happens. Has anyone ever noticed that there's just no happiness on the left. They're not happy. They're not happy people. There's a lot of anger, confusion and sadness in the Democrat party. If anyone's read, get it together. You know, they could use a therapist. I'd like to call it a part of this segment therapy with Hillary if I may because she's now going to be because she needs another role therapist. Well, Mika, I'm happy to go to therapy with you any time because clearly the pressure and the stress on our system, our country, our constitution, our future is so intense for those of us who understand what's at stake. If anybody needs therapy. It's Hillary. She never got over 2016 and she's married to Bill. Doctor Clinton prescribed the media with a plan to take down Trump first. You're not calling him a dictator enough. I don't think the press has done enough to basically say, ok, the circus is here. You can watch the circus. But let's tell you what that means. Let's talk to people who have a real understanding of how Dictatorships evolve. Dr Hillary not really known for her bedside manner started insulting her patients. If you're a woman and vote for Trump, you're a tramp. Any woman who has any sense of self respect, autonomy, agency, independence and values, freedom needs to understand. There's only one choice in this election and that's Joe Biden. Only Hillary could figure out a new way to insult half the country. Remember crooked isn't the feminist. She pretends to be. She ran smear campaigns against every woman who had an affair with her husband, even women, her husband allegedly raped. They were called trailer trash. Trump invited them all to the second debate and lined them up at a table and it was a long table. Hillary will never forgive him. Trump, not Bill. She's the one who has no self respect. She's been publicly humiliated, bottled up the humiliation and takes her rage out on Trump in a way. Trump reminds Hillary of her husband and deep down she hates them both. What if Biden doesn't excite female voters and they want to stay home? Doctor Hillary says, shut up and take your medicine. Every one of us has an obligation as a citizen to try to figure out waking up the morning after the election. Do I want to throw my vote away? Do I want to not vote and let somebody who doesn't agree with me or care about me essentially fill that vacuum that I left or do I want to feel like, ok, maybe I'm not ecstatic about the outcome, but I'm safe. What's safe about an open border to proxy wars, record inflation, crime and throwing politicians in prison for winning? Joe is going to have to explain all of that at the debate. Did Joe? Now that you've committed to debate on the ratings challenged Howard Stern show, let's set it up right now. I'm ready to go anywhere that you are. Anytime, anywhere, anyplace. Let's go. Joe, let's debate. Biden says he's game. Biden does show up at the debate. Remember the playbook, Trump's a dictator. Economy is fine. You have money to spend. Migrant crime is a hoax. Republicans open the border and if you vote for Trump, you have no self respect.",91
92.0,https://www.tiktok.com/@charpmedia/video/7361894546768153898,1,"""In a sense, I don't know why he was surprised by Trump how many times he had to prove we can't be trusted. There are still troubling numbers in the poll for Biden. He trails Trump by 22 points on dealing with inflation and the cost of living. So it is a tough time, but I also work for an administration that has done everything that we can this president to turn the economy around. You haven't done anything. The president of the United States, Joe Biden, one thing right now, he was like standing right in front of you. I punch him in the face. What would you tell him? I would ask if you can pretty much look at the people and what's currently going on right now and how we are all pretty much we're suffering. What's it like seeing so many Republicans in Manhattan, so many Trump supporters in Manhattan? Does that surprise you? No, not at all. It's turning now, Trump's turn again. What's your message to Joe Biden? You""",92_mp4_trial_2.json,"In a sense, I don't know why he was surprised by Trump how many times he had to prove we can't be trusted. There are still troubling numbers in the poll for Biden. He trails Trump by 22 points on dealing with inflation and the cost of living. So it is a tough time, but I also work for an administration that has done everything that we can this president to turn the economy around. You haven't done anything. The president of the United States, Joe Biden, one thing right now, he was like standing right in front of you. I punch him in the face. What would you tell him? I would ask if you can pretty much look at the people and what's currently going on right now and how we are all pretty much we're suffering. What's it like seeing so many Republicans in Manhattan, so many Trump supporters in Manhattan? Does that surprise you? No, not at all. It's turning now, Trump's turn again. What's your message to Joe Biden? You",92
